Shop_Name,Location,TotalGoodsNo,TotalSales,Main_Business
"
          一件yijane
        ",无,109,142,学生 日本 w 手帐 文具 手账 笔记本 装饰 中性笔 diy 彩色 0.5 小清新 mm 可爱 贴纸 晨光 素材 国誉 本 信的恋人 B5 - 复古 KOKUYO 学生用 百乐 创意 和纸胶带 铅笔 小 简约 水笔 记事本 横线 记事 PILOT 笔 贴画 便利贴 按动 系列 办公 黑色 烫金 日记 活页本 自动 留言 本子 斑马 钢笔 日程 日式 便签本 三菱 道林 替芯 方格 胶带 手账本 N次贴 索引 巨门 计划 动物 拼贴 套装 A5 卡通 整卷 陌墨 PP 可 笔袋 透明 贴 芯 用 签字笔 大容量 绘图 活动 便携 的 和纸 韩国 进口 淡彩 ZEBRA 封面 0.7 纯色 防水 空白 印章 原创 日记本 儿童 色 5 MW 手帐本 子弹头 内页 款 书签 重点 标记 孔 时光 水彩 DIY 笔记 优品 可撕 UNI 学习 蜻蜓 收纳袋 ！ 联华 基础 页 备忘 牛皮纸 入 系 多色 边框 纸质 半透明 练字 便签 活页 考试 Campus 红色 派通 书写 贴纸包 6 0.38 设计 清新 内芯 按动式 荧光笔 铅 多功能 胶套本 苏铁 PVC 人物 线 一 工具 4 双头 橡皮 随身 顺滑 书法 金属 收纳盒 盐 小学生 do 普乐士 便条本 笔芯 车线 生活 之 计划本 修正带 森系 迷你 直液式 风 记号笔 经典 圆珠笔 旅行 枚 速干 张 FOR 模块 标签 卷 花朵 黑白 限定 NOTE 纸 list 插画 软面抄 便条纸
"
          甲已文具
        ",无,443,162,款 和纸胶带 分装 手帐 装饰 手账 系列 晨光 日记 贴纸 DIY 相册 0.5 文具 胶带 原创 中性笔 创意 mm 学生 信的恋人 复古 6 12 烫金 贴画 4 生活 水笔 简约 诗 陌墨 可爱 8 九月 糖 和纸 铅笔 优品 小清新 日本 彩色 福袋 考试 全针管 无印风 5 古风 装饰贴 的 黑色 办公 清新 无印 笔芯 暮光之城 笔袋 卡通 新款 陌 贴 替芯 人物 按动 子弹头 纸 diy 小 可撕 水彩 境 宽 笔记本 染 本子 套装 基础 包邮 手撕 纸墨 书签 签字笔 金属 黑 记事 0.35 16 0.38 旅行 拼贴 活动 日系 Infeelme 帆布 边框 透明 猫咪 记事本 自动 修正带 本味 少女 素材 猫 便签本 本 和风 中性 日式 1 手绘 之 色 张 cm 黑白 10cm - 米 纯色 经典 日常 11 手工 改正带 30 女孩 便利贴 水笔芯 喵星人 时尚 9 大容量 涂改带 手帐本 用 N次贴 梦幻 2 樱花 学习 盒装 唯美 棉麻 风 孔庙 植物 空白 好 中国风 沐染 良品 祈福 物 自然 牛皮纸 油墨 建筑 文艺 超宽 你 手账本 韩国 日记本 留言 磨砂 故宫 英文 贴纸包 蓝 m 书包 拎 实用 笔记 动物 infeel.me 花 无痕 梵高 卷 口红 沐 套 静 平面 特油 改错带 A4 岁月 速干 恋 补习袋 3 花朵 用品 分割线 收纳袋 工具 米菲
"
          卡斯的创意工坊
        ",无,214,405,胶带 双面胶 强力 双面 高粘 美纹纸 优必胜 胶布 遮蔽 耐高温 喷漆 彩色 无痕 汽车 装修 透明 固定 粘 纸胶带 胶纸 防水 绝缘 美缝 布基 绿色 警示 纤维 黑色 宽 单面 胶 家用 手撕 50 布 警戒 不 地毯 海绵 米 装饰 泡沫 地板 PET 33 封箱胶带 耐磨 泡棉 黄色 贴纸 夜光 高 高温 斑马线 油性 铁氟龙 厚 M PVC 用 粘贴 和纸 纸 包邮 批发 黑黄 1 CM 封口机 加厚 热 玻璃 家具 um 烫胶 红色 胶膜 纸胶布 地面 隔离 烤漆 白色 封 隔热 热熔胶膜 diy 舞台 美文 荧光 分色 特氟龙 长 粘性 相框 MM 划线 色 耐热 地标 牛皮 封口胶 印花 大力胶 电器 中 皱纹 3D 封边 抗拉 广告 黄黑色 棕色 胶条 残留 贴 银灰色 加 2 5S 屏蔽 墙面 黄胶 超薄 航模 美术 薄 真空 背胶膜 黄油 捆扎 两面 导电 PE 度 红膜 m 接缝 25 电工 保护膜 影楼 冰箱 bopp 装潢 分色纸 蓝色 黑 易撕 布胶带 绿胶带 mu 强 ; & 画画 大卷 - 电镀 烫贴 标识 网格 52 大力 密封 遮蔽膜 发光 刷漆 机用 可 打包 20 米白色 彩色纸 铜箔 维修 撞 整箱 防震 玛拉 热熔胶 18 两面胶 加宽 封箱带 咖啡色 9.9 打印纸 金手指 透明胶 保护 蓝膜 屏幕 文胸 海棉 照片墙 液晶 美文纸 桌面 ETC 痕
"
          老杨家的文具店
        ",河北 石家庄,1057,123,创意 文具 韩国 可爱 礼品 小 学生 卡通 批 發 奖品 儿童 礼物 中性笔 批发 水笔 幼儿园 微商 活动 玩具 日 地推 小学生 黑色 用品 糖果色 圆珠笔 学习 造型 签字笔 元 开业 以下 送礼 迷你 1 本子 实用 公司 mm 生日 简约 N次贴 办公 笔记本 彩色 动物 便利贴 韩版 复古 笔袋 毕业 儿童节 包邮 记事本 笔 小商品 发光 清新 0.5 套装 地摊 便签本 小清新 便携 DIY 贴 日韩 贴纸 手机 日记本 益智 橡皮擦 0.38 扫码 零钱包 随身 书签 拉链 小玩意 装饰 新款 尺子 女 时尚 大容量 女生 塑料 送 个性 便签 防水 硅胶 透明 金属 笔芯 水性笔 帆布 子 留言 加厚 牛皮纸 女孩 钥匙扣 文件袋 韩国款 铅笔盒 开学 不锈钢 软胶 记事 多功能 收纳袋 空白 橡皮 本 男女 棒棒糖 小朋友 铅笔 相册 2 六一 节日 木质 夜市 记事贴 厨房 夏季 手工 奖励 苹果 记号笔 收纳 热卖 便签纸 大号 卡片 文具盒 货源 仿真 猫咪 闪光 带 夜光 一元 荧光笔 清洁 口哨 宝宝 磨砂 镂空 表情 桌面 挂钩 促销 扇子 挂件 超 定制 圆形 - 商品 的 精美 新奇特 剪刀 蝴蝶结 diy 木制 西西 气球 圣诞节 涂鸦 黑 新奇 家居 懒人 生活 水彩笔 动漫 夹子 6 强力 支架 可撕 商务 卡 小孩 可 收纳包 色 逼真 趣味 水果 便条纸 笔盒 卡套 5 碎花
"
          上海沁迎胶带
        ",上海,54,781,手帐 装饰 【 】 和纸胶带 原创 创意 diy 文具 可撕 相册 贴纸 手账 下 墨 宽 日本 人物 手帐本 时光 日记 NAONAO DIY 特殊 油墨 复古 系列 烫金 记事本 笔记本 小清新 手账本 韩国 kinbor 贴画 胶带 的 天空岛 中国风 挂件 彩色 手撕 诗 绑带 简约 纸 建筑 ENO 古风 和纸 糖 印章 少女 日记本 无痕 配饰 手绘 九穗禾 旅行 植物 樱花 方格 陌 可爱 小王 整卷 日程 信的恋人 陌墨 摆件 梦 入 计划本 基础 透明 清新 本 张 内页 花 金属 手工 梦幻 - 境 一 星空 套装 文艺 天下 书签带 生活 之 书签 进口 尺寸 小 Daisyland 分装 办公 计划 活页 染 女孩 文创 6 mm 日程本 PVC 半 日式 多功能 6cm 流苏 替芯   森林 风景 花朵 布 封口贴 水彩 木质 米 烫银 日系 卡通 垫板 银 布艺 印泥 学生 芯 30 盒装 美食 插画 素材 镭射 蘸水笔 海洋 墨水 款 hobo 你 语 磨砂 剪刀 贴纸包 星 轻量 用 手机 报纸 闲 本子 5 机制 贴 独角兽 精装 趣味 异形 城堡 食物 内芯 随身 中性笔 玻璃笔 硅胶 动物 90 字母 城市 星辰 2 cm 效率 仓敷 糖果色 文库 子 三渡 边框 手 世界 10cm 鲸鱼 唯美 记事 9 礼盒装 回形针 烫金布 黄 星月 水笔 橡皮 枚 少年
"
          利博批发商行
        ",浙江 金华,257,599,晨光 学生 钢笔 办公 练字 用 铅笔 文具 卡通 mm 儿童 0.5 学生用 本 小学生 中性笔 自动 彩色 真彩 创意 套装 价 英雄 简约 男女 可擦 6 签字笔 替芯 笔袋 墨囊 支 金属 练字帖 大容量 可爱 墨水 【 包邮 笔芯 书法 硬笔 米菲 特细 凹槽 成人 记号笔 12 小 橡皮擦 单支 孔 书写 魔幻 子弹头 纸 正姿 白雪 本子 多功能 文具盒 书靠 书夹 修正带 换墨囊 笔 0.7 】 笔记本 透明 红色 直尺 单个 0.38 书 活动 全针管 米 书立架 可 套尺 贴 cm 中性 红 黑色 铅芯 蓝色 楷书 号 大号 会议 黑蓝 纯蓝 用品 书立 标记笔 个 书挡 4 板 多省 商务 荧光笔 尖 加厚 水笔 考试 5 练习 墨水笔 中小学生 公主 记事本 写字 改正带 型 订书机 - B5 色 剪刀 橡皮 绘画 时尚 笔尖 涂改带 女生 芭比 罗氏 2B 芯 金豪 男 胶带 涂鸦 支装 大 横线 毛笔 练字板 * 1 活页 美工 活页本 字帖 量角器 袋 笔杆 伸缩 固体胶 m 复古 收纳 针 蓝黑 黑 小清新 魔力擦 按动 笔筒 烂笔头 文具袋 塑料 直液式 中号 装 晨光米菲 8 中 替换 大明尖 奖品 暗尖 + 油性 9 走珠笔 卷笔刀 HB 墨兰 礼盒装 蓝 学习 简易 组合 30 手账 胶棒 行书 日记本 胶水 消失 g 女孩 圆规 网格 书架 盒
"
          胶带是个坑
        ",无,2077,598,趁早 手册 系列 笔记本 主题 本 的 表单 日记本 好天气 清单 记事本 学习 黑金 小 手帐 高手 计划 效率手册 硬皮 精装 随身 记录 便签本 日程本 效率 目标 横格 手账 图画本 LIST 鸟 限 工作 【 健身 管理 商务 】 四象 常规 早 自填 读书 英语 你 办公 日程 计划本   都 每周 WEEKLY 理财 本子 21天 文具 日记 和 每月 养成 会议 多 极少 your 素描本 可选 手账本 - 精英 活页 记事 线圈本 学霸 周计划 可撕 规划 速写本 时间 用 BUCKET 21 数 倒计时 便签 GOALS 记录本 旅行 账单 便携 多少 套装 新娘 学生 做 DO 策划 四级 好习惯 每 装饰 项目 空白 每日 遗愿清单 是 习惯 日期 电脑垫 与 TO 新 软皮 订单 六级 画画 拍 包邮 钱 色 情书 开学 关键 宝宝 我们 任务 记录表 拖延症 SHOPPING 爱情 时间轴 find 时时 桌垫 草稿本 家务 法则 YOUR I 开展 锻炼 创业 PLAN rule 在 客服 将 强者 通道 影响 《 不容 少数 属于 事项 行动 纵身 One 金 关于 灵符 装 健忘症 心爱 Just 两 总是 力量 备忘 DAILY 自律 塑身 伴侣 欲望 More 付款 致胜 可爱 无聊 生活 卡通 Fitness 方案 联系 打造 学期 阅读 MONTHLY 书衣 少女心 电影 胶带 》 数字 之 学 us 良性 个 CHORES
"
          沁品居文艺生活馆
        ",四川 成都,118,402,】 【 满 包邮 分装 循环 cm 和纸胶带 古风 手账 装饰 特油 山 人物 页岩组 组 大年 楠 风景 宅猫居 梦中 sun 占梦 胶带 回梦组 一 纸 和 梦 基础 大象君 建筑 天下 植物 江 墨 落 归隐 90 30 灵川 故宫 花 文字 工作室 阁 37 烫金 款 付 一定 看 - 离型纸 喵屋 万 详情 贴纸 云梦泽 果酱 橘子 自带 60cm 九穗禾 2 墨轩 ; 小 芝 桔 & moomoo 江湖 zero 花卉 物 字 贴 口红 超长 清 纪年 要 动物 空想 春 和纸 石 天空岛 花园 middot 80cm 38 事 40 有 间 75 轩 夜 山凹凹 云 特典 野 岁 贰 醉 稼轩 拼贴 千秋 45 曰 收藏 栀 白墨 65 纹 四季 风 亭 ） 窗 灯笼 为 （ 雪 之 绘 锦 如 言 Q版 庭 四时 桃花 原创 百搭 的 七 灯 重 蝶 1 水墨 紫禁城 场景 家具 72 晞 景 小哥哥 蝴蝶 时 4 仙 香 莲 自 霓裳 君 月 53 以 油墨 长相思 诗词 naonao 浮生 蓬莱 入 江南 水 做 白 你 壹 55 门 峦 离 辞 韶 * 小记 录 叶 夏 枝 集 特殊 63 歌 星 amp 霞 圆 图鉴 标 青山 樱
"
          南京无忧办公文具
        ",江苏 南京,1321,207,贴纸 手帐 装饰 和纸胶带 手账 日记 相册 DIY 整卷 diy 贴画 系列 可爱 胶带 卡通 人物 韩国 烫金 创意 复古 原创 和纸 ENO 手绘 油墨 古风 特殊 水彩 小清新 透明 枚 张 入 手账本 唯美 小 梦幻 彩色 日本 PVC 封口贴 手撕 女孩 手机 纸 盒装 纸质 离型纸 贴纸包 款 染 笔记本 文具 日记本 少女 6 手帐本 拼贴 贴 樱花 星空 的 信的恋人 - ENOFNO 装饰贴 套装 边框 防水 清新 本子 45   学生 表情 纸胶带 便利贴 : mm 国誉 4 暮光之城 梦 花 色彩 建筑 异形 by 陌墨 日式 】 童话 记事 特油 猫咪 可撕 书签 儿童 星球 【 5 闪乐 索引 滴胶 文艺 组 Sun 中国风 SL 蓝色 百乐 N次贴 动物 小女孩 本 绘画 无痕 日历 包 手机壳 46 你 胶水 40 * 哥特 留言 活页 空白 生活 制 12 动漫 记事本 7m 不干胶 日常 青春 分割线 宽 之 KOKUYO 福袋 金箔 宇宙 花瓣 水晶 旅行 人鱼 花边 晕染 cm 渐变色 女神 彩虹 图案 男生 摩 30 黑白 分装 按动 美食 世界 细 日系 星座 B5 磨砂 平面 贴纸画 英文 物品 海洋 雪景 垫板 与 奖励 韩版 用品 少女心 主题 简约 蛋糕 PP 笔记 8 易 签字笔 物 手工 液态 相 便签 Lippee 自然 32 做旧 地图 替芯
"
          栗子的手账时光
        ",无,349,401,...                                                                                                                                                                                                                                                              
"
          壹翕文创
        ",河南 郑州,264,348,可爱 0.5 中性笔 创意 mm 黑色 学生用 文具 小清新 韩国 包邮 学生 贴纸 办公 装饰 点石 手帐 碳素 和纸胶带 水笔 按动 签字笔 女孩 卡通 彩色 日记 手撕 整卷 手账 小学生 水性 针管 古风 人物 手绘 用 白雪 无痕 相册 DIY 爱好 diy 日式 新品 0.38 简约 签字 考试 奖品 兔 糖果色 的 铅笔 全针管 日系 晨光 多色 型 儿童 直液式 碳素笔 少女 自动 极细 清新 g 手工 走珠 干净 笔袋 橡皮 旅行 笔记本 枚 胡萝卜 便携 花边 不断 中性 多少 走珠笔 得力 文艺 包 橡皮擦 套装 芯 纱 表情 小新 手账本 黑 软硅胶 0.7 一套 写 纯色 唯美 活动笔 火烈鸟 温柔 系列 速干 贴花 红色 黑蓝 摆 猫 天卓 小号 用品 分割线 清 管型 针 尾 荧光 迷你 不 标记笔 彩笔 拍 水性笔 喵 彩页 96613 24色 圆珠 0.4 铅笔盒 萌猫 便签 我们 信件 网纱 城市 指间 果冻 封口贴 差 冰淇淋 钢笔 花 多 墨水笔 绿植 懒蛋蛋 奇思 软 绘画 开间 正确 cm 元 单 粘纸 诗词 长颈鹿 闪光 红楼梦 装饰贴 纤维 美工刀 建筑 原创 豆芽   牵手 萝卜蹲 森林 花纹 表哥 学习 水 趣味 情侣笔 子 卷 软胶 伙伴 菠萝 水果 始终 n次贴 防 岁 跳动 想 15 觉 男女 分装 吸墨器 植 活动 萌宠 pp 香味 玻尿酸 鸭
"
          财务天下办公用品店
        ",无,149,453,韩版 学生 创意 夹 办公 资料 文件夹 大容量 写字 商务 垫板 简约 板夹 笔袋 文具 收纳袋 可爱 多层 手提 男女 定制 文件袋 多功能 铅笔袋 试卷 - 皮革 卡通 小学生 logo 作业 票据 儿童 文件夹板 可 资料夹 女 6 帆布 风琴包 便携 包袋 插页 合同 收纳 男 文具袋 1 加厚 考试 中小学生 文件 拉链 时尚 女生 PU 包 3 用品 书包 书写板 小清新 迷你 公文 初高中 a4 规格 防水 差 减负 A4 本 旅行 新款 收银 账单 透明 酒店 班 银行 分类 多少 书写 档案 夹板 IPAD 12 菜单 年级 猪油 小 发票 起点 收纳包 画板 收银夹 岁 整理 书 卡包 书签 清新 票据袋 一 校园 拍 4 双肩包 出差 皮质 速写 收藏盒 悬挂 科目 B5 差额 装饰 协议 点菜夹 微笑 票据夹 化妆袋 活页 经理 网状 便携式 通用 经理夹 化妆包 松紧 照片墙 品 宾馆 3D 收据 护脊 公文袋 会议 潮流 切割器 耐 胶带座 量房 LOGO 文具盒 笔记本 双层 张 防消磁 2 大礼包 座 金属夹 办公品 试卷袋 袋 家庭 公主 无痕 小巧 李白 短途 洗漱包 图稿 咨询 单肩 抖音 pos 轻薄 多卡位 糖果色 收纳夹 名片本 薄 格 一元 胶布 档案夹 拉链袋 信用卡包 结账 小号 收纳盒 休闲 小胶带 字 组合 男生 客服 英伦风 行李袋 酒吧 一件 写字板 宿舍 反绒皮 手账 餐厅 民族风 牛津
"
          可优文具
        ",湖北 武汉,85,872,小清新 笔记本 韩国 创意 文具 子 手账本 记事本 日记本 学生 套装 彩页 大学生 礼盒 唯美 手帐本 简约 女 插画 系列 可爱 韩版 手帐 复古 计划本 手账 联华 初中生 日程 礼品 加厚 记事 女生 厚 彩色 礼盒装 烫金 毕业 批发 布面 笔袋 本子 旅行 樱花 同学录 盒装 kinbor 磁扣 纪念册 大容量 手绘 小学生 晚安 高中 活页本 钻石头 木盒 文艺 办公 仲夏 DIY 珍藏版 留言 心愿 占卜 时美 铅笔袋 铁盒装 答案 浅语 可拆卸 阅读 悦木 男 甜美 清 HelloKitty 个 硬皮 恩师 毒 替芯 手撕 6件套 便携 天 书写 精装 生日花 带锁 帆布 公主梦 和纸胶带 日记 礼物 装饰 刺绣 印花 中 又 素材 硬面 新款 汤 见 中性笔 帐本 b5 用品 0.38 清新 英文版 解答之书 文具袋 用笔 故事 新手 密码本  875188494 641472275 86861396 586244361 117040021 588929634 773187164 559424606 842084642 581287643 885948834 718288933 217287546 588532671 33973632 221887789 894768576 986792544 80261104 927196394 47659242 301905828 109173746 935935584 327165445 538570355 735077045 317689538 900688729 868279681 199508467 139835644 353835003 241074533 972317259 722583135 504126455 140694139 368302004 734690683 493292261 703888987 99583670 884402381 615020507 123589736 87126215 46580881 342646193 518395249 799612026 190588547 805597601 651718465 833373789 458157640 162267099 517505723 866873697 406391669 405058007 930127041 854071911 232450429 821602226 736018140 716169508 51205909 605241110 572152200 331827046 510520540 55486643 702543902 52215802 236365112 653354341 595996699 236809686 285303343 315077054 791284575
